UNIPROT	gene_name	significant	logpval	difference
O88554	Parp2	NA	0.590325	-0.109261
O88559	Men1	NA	0.908978	-0.0422188
O88569	Hnrnpa2b1	NA	0.190679	0.247164
O88574	Sap30	NA	0.964455	-0.648489
O88587	Comt	NA	0.675015	0.10115
O88597	Becn1	NA	0.215048	0.463428
O88630	Gosr1	NA	0.964232	-0.445875
O88653	Lamtor3	NA	1	-0.0134805
O88665	Brd7	NA	0.493213	-0.249837
Q6PGA2	Rrad	NA	0.964009	NA
O88668	Creg1	+	0.00252174	1.30113
O88685	Psmc3	NA	0.834584	0.0534039
O88693	Ugcg	NA	0.963786	NA
O88696	Clpp	NA	0.963563	0.382351
O88708	Orc4	NA	1	-8.06173e-4
O88712	Ctbp1	+	0.022111	0.379663
O88736	Hsd17b7	NA	0.963341	-0.258406
O88738	Birc6	+	0.0210449	-0.432017
O88746	Tom1	NA	0.119734	0.402564
O88796	Rpp30	NA	0.963118	-0.0146427
O88811	Stam2	NA	0.492119	0.161646
O88824	Jtb	NA	0.962896	0.0899315
O88839	Adam15	NA	0.962673	0.16181
O88844	Idh1	+	0.0146913	0.81478
O88845	Akap10	NA	0.962451	-0.700406
O88848	Arl6	NA	0.962229	0.730175
O88851	Rbbp9	+	0.0585284	0.987473
Q3U3M5	Ccnk	NA	0.962006	-0.0412312
O88879	Apaf1	+	0.00220952	0.949434
O88907	Pias1	NA	0.961784	NA
O88947	F10	NA	0.961563	0.545287
O88952	Lin7c	NA	0.149597	-0.38388
O88958	Gnpda1	+	0.00259854	1.69879
O88967	Yme1l1	+	0.00797701	-0.74014
O88968	Tcn2	NA	0.961341	NA
O88983	Stx8	+	0.035362	-0.449847
O89001	Cpd	NA	0.961119	-0.457236
O89023	Tpp1	+	0.0128215	0.80876
O89050	Mkln1	NA	0.960897	NA
O89051	Itm2b	NA	0.183508	0.559949
O89053	Coro1a	NA	0.825575	-0.0450198
O89079	Cope	NA	0.74248	-0.131377
O89084	Pde4a	+	0.037716	-0.44813
O89086	Rbm3	+	0.0135137	-0.582891
O89112	Lancl1	+	0.0221232	0.548237
O89116	Vti1a	NA	0.687114	-0.0817935
P00375	Dhfr	NA	0.649394	0.172078
P01887	B2m	NA	1	0
P02798	Mt2	+	0.0140784	1.2548
P02802	Mt1	NA	0.960012	NA
P03958	Ada	NA	0.389974	0.138263
P04184	Tk1	NA	0.95957	NA
P04187	Gzmb	NA	0.142755	0.63176
P04202	Tgfb1	+	0.0246756	-0.514685
P05064	Aldoa	NA	0.632263	-0.102788
P05132	Prkaca	NA	0.762593	0.10768900000000001
P05201	Got1	NA	0.763382	0.0913671
P05202	Got2	+	0.00811696	0.51936
P05213	Tuba1b	NA	0.957153	0.0299314
P06151	Ldha	NA	0.111142	-0.271258
P06339	T23	NA	0.959349	1.35469
P06801	Me1	NA	0.958908	NA
P07356	Anxa2	+	0.0120623	-0.33948
P07607	Tyms	+	0.0338445	-0.787177
P07742	Rrm1	+	0.0100814	-1.32094
P07901	Hsp90aa1	+	0.0389478	-0.33409
P07903	Ercc1	NA	0.958687	0.601674
P08003	Pdia4	+	0.022799	-0.358273
P08030	Aprt	NA	1	0.0107679
P08032	Spta1	NA	0.958466	NA
P08071	Ltf	NA	0.958246	1.09545
P08113	Hsp90b1	NA	0.552441	-0.083107
P08207	S100a10	NA	0.493777	-0.357271
P08228	Sod1	NA	0.16164799999999999	0.440299
P08249	Mdh2	+	0.0203286	0.410403
P08752	Gnai2	+	0.00413873	0.665334
P08775	Polr2a	NA	0.759764	-0.0808868
P08882	Gzmc	NA	0.958026	0.116166
P09055	Itgb1	NA	0.21501	0.228842
P09103	P4hb	NA	0.756292	-0.0708122
P09405	Ncl	NA	0.437437	-0.207667
P09411	Pgk1	NA	0.344588	0.159573
P09528	Fth1	+	0.0600924	0.60868
P09671	Sod2	+	0.0279119	0.527594
P09926	Surf2	NA	0.781203	-0.0971998
P0C7N9	Psmg4	NA	0.712629	-0.108197
P0CB42	Alkbh1	NA	0.957806	NA
P0CG15	Chtf8	NA	0.957585	NA
P10107	Anxa1	+	0.0148	0.664147
P10126	Eef1a1	+	0.0953655	-0.424474
P10417	Bcl2	NA	1	0
P10518	Alad	NA	0.42088	0.152656
P10605	Ctsb	NA	0.319852	0.403796
P10630	Eif4a2	NA	0.737502	0.172934
P10711	Tcea1	NA	0.463429	-0.179749
P10833	Rras	+	0.0859491	0.511215
P10852	Slc3a2	NA	1	-0.00491651
P10922	H1f0	NA	0.957365	0.95877
P11031	Sub1	NA	0.118834	-0.865136
P11157	Rrm2	NA	0.957146	NA
P11247	Mpo	NA	0.956926	1.31939
P11352	Gpx1	+	0.0042963	1.37006
P11438	Lamp1	+	0.0565259	0.552263
P11440	Cdk1	+	0.0228295	-0.558867
P11499	Hsp90ab1	+	0.00182677	-0.741076
P11680	Cfp	+	0.00223077	-2.65121
P11688	Itga5	NA	0.626297	-0.243361
P11835	Itgb2	NA	0.312375	0.232446
P11881	Itpr1	NA	0.949455	-0.0339934
P11928	Oas1a	+	0.0138601	0.734094
P11930	Nudt19	NA	0.956706	NA
P11983	Tcp1	NA	0.507689	-0.135436
P12265	Gusb	+	0.0072795	0.608893
P12382	Pfkl	+	0.0118501	0.377251
P12787	Cox5a	+	0.00574394	0.859968
P12804	Fgl2	NA	0.956487	NA
P12815	Pdcd6	+	0.0100463	0.774489
P12970	Rpl7a	+	0.0319524	-0.279837
P13011	Scd2	+	0	-3.39717
P13020	Gsn	+	0.0403391	0.464334
P13405	Rb1	NA	0.956267	NA
P13439	Umps	NA	0.43532	0.108176
P13597	Icam1	NA	0.334746	0.162275
P13705	Msh3	NA	0.191844	0.249724
P13808	Slc4a2	NA	1	0
P13864	Dnmt1	+	0.00593846	-1.03598
P14069	S100a6	NA	0.956048	0.14999
P14115	Rpl27a	NA	0.955828	-0.0615247
P14131	Rps16	NA	0.448612	-0.17835
P14148	Rpl7	+	0.0284695	-0.407607
P14152	Mdh1	+	0.017011	0.482823
P14206	Rpsa	NA	0.196534	-0.255571
P14211	Calr	NA	0.303452	0.220317
P01899	D1	NA	0.779865	0.13015
P14685	Psmd3	+	0.0147407	-0.85813
P14733	Lmnb1	NA	1	-0.00729624
P14869	Rplp0	NA	0.535192	-0.138653
P14901	Hmox1	NA	0.308805	-0.305037
P15089	Cpa3	NA	0.955609	NA
P15105	Glul	NA	1	0
P15208	Insr	NA	0.296105	0.156215
P15261	Ifngr1	NA	1	0
P15535	B4galt1	NA	0.446731	0.384768
P15702	Spn	NA	0.95539	0.55809
P15920	Atp6v0a2	NA	0.955171	NA
P16045	Lgals1	NA	0.523177	-0.247531
Q8C253	Lgals3	+	0.0404221	0.72224
P16254	Srp14	NA	0.954952	-0.0252775
P16330	Cnp	NA	0.110296	0.325516
P16460	Ass1	NA	0.954734	0.192501
A3KGU9	Sptan1	+	0.0446679	0.300474
P16879	Fes	+	0.00754601	0.666573
P17012	Zfx	NA	0.954515	-0.45422
P17047	Lamp2	+	0.00440777	0.914506
P17156	Hspa2	NA	0.954296	NA
P17182	Eno1	NA	0.190579	-0.264797
P17426	Ap2a1	NA	0.576107	0.0947463
P17427	Ap2a2	NA	0.271514	0.191477
P17433	Spi1	NA	0.954078	NA
P17439	Gba	+	0.0197616	0.51656
P17563	Selenbp1	+	0.0745664	0.566216
P17710	Hk1	NA	0.201581	0.33573
P17742	Ppia	NA	0.194932	0.472543
P17751	Tpi1	+	0.0414839	0.24077
P17809	Slc2a1	NA	0.279537	-0.290211
P17918	Pcna	+	0.0388712	-0.50187
P18155	Mthfd2	NA	0.612757	0.246727
P18181	Cd48	+	0.0153688	0.578033
P18242	Ctsd	NA	0.273341	0.328083
P18654	Rps6ka3	+	0.0113347	0.436879
P18760	Cfl1	NA	0.586805	-0.10254
P19096	Fasn	+	0.0146421	-0.601152
P19157	Gstp1	NA	0.387802	0.185993
P19253	Rpl13a	NA	0.274495	-0.204269
P19426	Nelfe	NA	0.286095	0.423281
P19467	Muc13	+	0.00293671	1.20332
Q9D881	Cox5b	NA	0.1169	0.495419
P19783	Cox4i1	NA	0.163189	0.369886
P20029	Hspa5	NA	0.884648	-0.0334269
P20060	Hexb	+	0.00187097	1.16595
P20108	Prdx3	+	0.0314462	0.448347
P20152	Vim	NA	0.896404	-0.0397669
P20491	Fcer1g	NA	1	0
P20664	Prim1	NA	0.993816	-0.0203164
P21126	Ubl4a	NA	0.953859	-0.604847
P21278	Gna11	+	0.0111632	0.495484
P21460	Cst3	+	0.00993882	0.849956
P21550	Eno3	NA	0.953641	0.0785065
P21619	Lmnb2	+	0.00184127	0.550296
P21956	Mfge8	NA	0.307691	0.197316
P21958	Tap1	+	0.0835816	0.543136
P21981	Tgm2	NA	0.115893	0.520524
P22091	Tal1	NA	0.953423	0.565365
Q4QRK2	Fech	NA	0.953205	NA
P22366	Myd88	NA	0.823804	-0.0832707
P22437	Ptgs1	+	0.00384416	0.60893
P22682	Cbl	NA	1	0.00857925
P22892	Ap1g1	+	0.0660176	0.22913
P22907	Hmbs	NA	0.372743	0.127357
P23116	Eif3a	+	0.00351515	-0.733367
P23188	Furin	NA	0.952987	NA
P23475	Xrcc6	+	0.0104957	0.691961
P23492	Pnp	NA	0.186975	0.275434
P23780	Glb1	+	0.00257971	1.05409
P23906	Irf2	NA	0.983714	0.0238101
P23949	Zfp36l2	+	0.00608059	-1.18258
P24270	Cat	NA	0.104209	0.241193
P24369	Ppib	NA	0.770445	0.0785103
P24472	Gsta4	NA	0.952769	0.50561
P24527	Lta4h	+	0.0666	0.428575
P24547	Impdh2	+	0.0895794	-0.2679
P24638	Acp2	+	0.0771286	0.689619
P24668	M6pr	NA	0.125022	-0.736677
P24788	Cdk11b	NA	0.809456	-0.071104
P25206	Mcm3	NA	0.502848	0.1467
P25444	Rps2	NA	0.35401	-0.208449
P25799	Nfkb1	NA	0.236147	0.239147
P25911	Lyn	+	0.0508371	0.422777
P25916	Bmi1	NA	0.952551	NA
P26011	Itgb7	NA	0.952334	NA
P26039	Tln1	+	0.00252482	-0.750636
P26040	Ezr	NA	0.129337	-0.253667
P26041	Msn	NA	0.137078	-0.446857
P26043	Rdx	NA	0.925055	0.0360305
P26187	Mgmt	+	0.014716	0.655068
P26231	Ctnna1	NA	0.337749	-0.347185
P26323	Fli1	NA	0.873019	-0.07477
P26350	Ptma	+	0.00862125	-1.57887
P26369	U2af2	NA	0.270047	0.19483
P26443	Glud1	+	0.00996954	0.687253
P26450	Pik3r1	NA	0.350265	0.134727
P26516	Psmd7	+	0.0173028	-1.33122
P26883	Fkbp1a	NA	0.777733	-0.469114
P26954	Csf2rb2	NA	0.952116	1.39845
P26955	Csf2rb	NA	0.185837	0.376107
P27005	S100a8	+	0.09066	-0.935635
P27046	Man2a1	NA	0.75238	-0.0614134
P63163	Snrpn	NA	0.116891	0.37338
P27601	Gna13	NA	0.368677	0.240747
P27612	Plaa	NA	0.85202	0.0419439
P27641	Xrcc5	NA	0.350882	0.203704
P27659	Rpl3	+	0.0599934	-0.311403
P27773	Pdia3	NA	1	0.00586446
P27784	Ccl6	NA	1	0
P27808	Mgat1	NA	0.951899	-0.191197
P27870	Vav1	NA	0.759764	0.0945269
P28063	Psmb8	NA	1	-0.0178502
P28076	Psmb9	+	0.0389094	0.787803
P28352	Apex1	NA	0.945752	-0.0490945
P28474	Adh5	NA	0.971507	0.0366395
P28650	Adssl1	+	0.0112727	0.936241
P28656	Nap1l1	+	0.0153441	-0.739324
P28658	Atxn10	+	0.00989203	-0.576467
P28659	Celf1	NA	0.795204	0.119603
Q3U9N4	Grn	+	0.0111347	1.00915
P28867	Prkcd	+	0.008	0.64895
P29341	Pabpc1	+	0.00804638	-0.555714
P29351	Ptpn6	NA	0.731893	-0.182371
Q9CPX4	Ftl1	+	0.00986364	0.992174
P29416	Hexa	+	0.00271756	1.21501
P29452	Casp1	+	0.0210014	0.939487
P29594	Casp2	NA	0.166102	0.330917
P29595	Nedd8	NA	0.951681	NA
P29758	Oat	NA	0.354092	-0.297397
P30276	Ccnb2	+	0.004	-1.37443
P30285	Cdk4	+	0	-1.76888
P30355	Alox5ap	NA	0.951464	NA
P30415	Nktr	NA	0.951247	-0.0922108
P30416	Fkbp4	+	0.001856	-0.600201
P30558	F2r	NA	0.95103	NA
P30658	Cbx2	NA	0.950813	NA
P30681	Hmgb2	NA	0.474096	-0.376874
Q3UZG4	Aimp1	NA	0.184078	-0.244173
P31266	Rbpj	+	0.0175478	-0.53272
P31324	Prkar2b	+	0.0961059	0.298608
P31725	S100a9	NA	0.813195	-0.161823
P31750	Akt1	NA	0.231994	-0.25181
P31786	Dbi	NA	0.950596	0.993027
P31938	Map2k1	NA	0.410134	-0.169181
P32020	Scp2	+	0.00418713	0.745483
P32037	Slc2a3	NA	0.189346	-0.41099
P32067	Ssb	NA	0.673418	-0.136254
P32233	Drg1	NA	0.10422	-0.24081
P32883	Kras	NA	0.872937	-0.0799026
P32921	Wars	NA	0.246592	-0.215427
P33174	Kif4	NA	0.131661	-0.570831
P33215	Nedd1	+	0.0586644	-0.420166
P33609	Pola1	NA	0.298292	-0.318471
P33610	Prim2	NA	0.80151	-0.0526034
P33611	Pola2	NA	0.761172	-0.0900733
P34022	Ranbp1	NA	0.249065	-0.490543
P34884	Mif	NA	0.759582	-0.0915298
P35173	Stfa3	NA	0.950379	NA
P35174	Stfa2	+	0.01017	-1.17426
P35235	Ptpn11	NA	0.132464	0.29567
P35276	Rab3d	NA	0.950162	NA
P35278	Rab5c	+	0.0476117	-0.410268
P35279	Rab6a	NA	0.201875	-0.213887
P35282	Rab21	NA	0.957494	0.029033
P35290	Rab24	NA	0.949946	NA
P35293	Rab18	NA	1	-0.00882657
P35486	Pdha1	+	0.00464	0.904614
P35550	Fbl	NA	0.981913	-0.0210075
P35564	Canx	NA	0.666015	-0.114068
P35585	Ap1m1	NA	0.985944	0.0147305
P35601	Rfc1	+	0.065356	-0.26511
P35700	Prdx1	NA	0.286959	-0.28856
Q3TPW2	Ttk	NA	0.949729	NA
P35821	Ptpn1	NA	0.973144	0.0225941
P35831	Ptpn12	NA	0.444979	-0.173267
P35951	Ldlr	NA	0.949513	NA
P35979	Rpl12	+	0.0358025	-1.05993
P35980	Rpl18	NA	0.354845	-0.179125
P35991	Btk	NA	0.525251	-0.142596
P36371	Tap2	+	0.00667105	0.992867
P36423	Tbxas1	+	0.0057037	0.915757
P36552	Cpox	NA	0.911275	0.0595805
P36916	Gnl1	+	0.0221395	0.48398
P37040	Por	NA	0.122043	0.188053
P37217	Cd69	NA	1	0
P37913	Lig1	+	0.0506409	-0.33757
P38060	Hmgcl	+	0.0583451	0.794307
P38532	Hsf1	NA	0.949297	NA
P38647	Hspa9	NA	0.471943	-0.110452
P39054	Dnm2	+	0.046733	0.289293
P39098	Man1a2	NA	0.94908	-0.332586
P39429	Traf2	NA	0.948864	NA
P40124	Cap1	NA	0.957158	0.0262731
P40142	Tkt	+	0.0841315	0.291743
P40201	Chd1	+	0.0261954	-0.408414
P40237	Cd82	+	0.0158794	0.578012
P40336	Vps26a	+	0.0692193	0.78583
P40630	Tfam	NA	1	0
P41105	Rpl28	+	0.0277762	-0.349407
P41230	Kdm5c	NA	0.171973	-0.371914
P41241	Csk	NA	0.992828	0.0152327
P41274	Tnfsf9	NA	0.948648	NA
P41438	Slc19a1	NA	0.948432	-1.01551
P41731	Cd63	+	0.0134214	1.34921
P42125	Eci1	+	0.0141078	0.814367
P42128	Foxk1	NA	0.58789	0.18339
P42227	Stat3	+	0.0127481	0.398816
P42232	Stat5b	+	0.00336232	0.78605
P42567	Eps15	NA	0.75635	0.111111
P42669	Pura	NA	0.289492	0.316477
P42932	Cct8	+	0.0928333	-0.228377
P43024	Cox6a1	NA	0.41692	0.318608
P43247	Msh2	NA	0.223559	0.23484
P43346	Dck	+	0.00409143	-0.712377
P43883	Plin2	+	0.00644444	1.65633
P45377	Akr1b8	NA	1	0
P45878	Fkbp2	+	0.0223795	0.388916
P45952	Acadm	+	0.00539535	0.819384
P46061	Rangap1	+	0.00317808	-0.732266
P46414	Cdkn1b	NA	0.948001	1.73727
P46460	Nsf	NA	0.421675	-0.131345
P46467	Vps4b	NA	0.107301	-0.368173
Q8BVQ9	Psmc2	NA	0.388579	-0.15452
P46638	Rab11b	NA	0.162293	0.270016
P46662	Nf2	NA	0.947785	NA
P46664	Adss	+	0.0939366	-0.254363
P46718	Pdcd2	NA	0.94757	NA
P46737	Brcc3	+	0.0863134	0.363113
P46935	Nedd4	+	0.00626316	-0.67984
P46978	Stt3a	+	0.020259	0.346926
P47199	Cryz	+	0.0317957	0.6277
P47713	Pla2g4a	NA	0.386699	-0.182791
P47738	Aldh2	NA	0.19345	0.335136
P47739	Aldh3a1	NA	0.947354	NA
Q5RKN9	Capza1	NA	0.131718	0.338517
P47754	Capza2	NA	0.486817	0.152967
P47757	Capzb	NA	0.853772	0.0514762
P47791	Gsr	+	0.0136903	0.621724
P47809	Map2k4	NA	0.830331	0.0791995
P47811	Mapk14	NA	0.363237	0.15671
P47856	Gfpt1	+	0.0241724	-0.850533
P47857	Pfkm	+	0.0704637	0.40053
P47879	Igfbp4	+	0	-2.85886
P47911	Rpl6	NA	0.193527	-0.381725
P47941	Crkl	+	0.0155948	0.507
P47962	Rpl5	+	0.0770437	-0.32334
P47963	Rpl13	NA	0.617723	-0.140072
P47968	Rpia	+	0.0190044	0.693652
P48024	Eif1	+	0.0136636	-0.898056
P48025	Syk	+	0.0220474	0.561114
P48036	Anxa5	+	0.00572414	0.730736
P48193	Epb41	NA	0.455242	0.243774
P48377	Rfx1	NA	0.947139	0.0891752
P48410	Abcd1	NA	0.425245	0.192878
P48428	Tbca	NA	0.766942	-0.0931295
Q3U1Z0	Idua	+	0.0164669	1.06084
P48678	Lmna	+	0.0245637	0.41687
P48722	Hspa4l	+	0.00619403	0.562887
P48754	Brca1	NA	0.946924	NA
P48760	Fpgs	NA	0.946709	-1.14756
P48771	Cox7a2	+	0.0661592	0.659753
P48962	Slc25a4	+	0.0221847	0.437657
P48972	Mybl2	NA	0.946494	NA
P49025	Cit	+	0.00993135	-1.36458
P49135	Ercc3	NA	0.801167	-0.07013
P49138	Mapkapk2	NA	0.357462	-0.14805
P49290	Epx	NA	0.257165	-0.54303
P49312	Hnrnpa1	NA	0.794676	-0.0653992
P49442	Inpp1	NA	0.302772	0.266838
P49443	Ppm1a	NA	0.360738	0.355354
P49446	Ptpre	NA	0.109944	0.279881
P49586	Pcyt1a	+	0.00752522	1.10678
P49615	Cdk5	+	0.0980428	0.392319
P49710	Hcls1	NA	0.744428	-0.0528437
P49717	Mcm4	NA	0.896988	0.0304368
P49722	Psma2	+	0.0610509	0.35204
P49962	Srp9	NA	0.945849	-0.565112
P50247	Ahcy	NA	0.738762	0.0889333
P50295	Nat2	+	0.0357508	0.664073
P50396	Gdi1	NA	0.149764	0.230357
P50428	Arsa	+	0.00439264	0.788964
P50429	Arsb	+	0.00441975	1.06172
P50516	Atp6v1a	NA	0.120977	0.251833
P50518	Atp6v1e1	NA	0.929328	0.0434996
P50540	Mxi1	NA	0.945635	NA
P50543	S100a11	NA	0.87098	-0.0661233
P50544	Acadvl	+	0.00586572	0.518657
P50580	Pa2g4	NA	0.882725	-0.0345879
P50637	Tspo	NA	0.94542	NA
P51125	Cast	+	0.0395969	0.402514
P51163	Uros	NA	0.945206	NA
P51174	Acadl	+	0.00949333	0.590223
P51175	Ppox	+	0.0102211	0.83576
P51410	Rpl9	NA	0.631929	-0.149324
P51432	Plcb3	NA	0.451289	-0.132697
Q3UM38	Gla	+	0.0133258	0.975918
P51612	Xpc	+	0.00623581	0.768157
P51660	Hsd17b4	NA	0.335193	0.155963
P51855	Gss	NA	0.712675	0.0874964
P51859	Hdgf	NA	0.756316	0.0659434
P51863	Atp6v0d1	+	0.0137143	0.596567
P51881	Slc25a5	NA	0.200335	0.219233
P51943	Ccna2	+	0.00587654	-1.81185
P51949	Mnat1	NA	0.458659	-0.153498
P52019	Sqle	NA	0.944991	-0.0430641
P52196	Tst	NA	0.944777	0.707385
P52293	Kpna2	+	0	-4.84201
P52431	Pold1	NA	0.470827	0.11652
P52432	Polr1c	NA	0.449239	-0.199403
P52479	Usp10	+	0.0853197	-0.310374
P52480	Pkm	+	0.0528146	-0.33149
P52483	Ube2e3	NA	0.584936	-0.122088
P52503	Ndufs6	+	0.0321685	0.699115
P52624	Upp1	+	0.0653666	0.50707
P52633	Stat6	+	0.00555642	0.639479
Q3UJH4	Rhox5	+	0.00188618	-1.15566
P52825	Cpt2	+	0.019102	0.4985
P52850	Ndst2	NA	0.944135	NA
P52875	Tmem165	NA	0.943921	NA
F8VQ72	Map3k1	NA	0.943707	NA
P53395	Dbt	+	0.0592386	0.511277
P53569	Cebpz	NA	0.18024	-0.383849
P53702	Hccs	NA	0.971202	-0.0530968
P53762	Arnt	+	0.0446067	-0.39767
P53810	Pitpna	NA	0.59738	-0.25437
P53811	Pitpnb	+	0.0533898	-0.360903
P53986	Slc16a1	NA	0.943494	0.418127
P53994	Rab2a	+	0.0801368	0.416697
P53995	Anapc1	NA	0.675419	0.0746333
P53996	Cnbp	+	0.0409608	-0.499047
P54071	Idh2	NA	0.110139	0.342803
P54116	Stom	NA	0.94328	NA
P54276	Msh6	+	0.0101194	0.586133
P54310	Lipe	NA	0.335872	0.18059
P54728	Rad23b	NA	0.15027	-0.21203
P54731	Faf1	NA	0.943067	-0.26994
P54751	St3gal1	NA	0.942853	NA
P54775	Psmc4	NA	0.870638	-0.0420901
P54822	Adsl	NA	0.14254	-0.229223
P54823	Ddx6	NA	0.547869	-0.130047
P54923	Adprh	+	0.0454198	0.363916
P55096	Abcd3	NA	1	0.0082194
P55258	Rab8a	NA	0.971679	0.0233396
P55264	Adk	+	0.0409952	0.455111
P55302	Lrpap1	NA	0.623495	-0.10303
P56183	Rrp1	+	0.00239175	-1.28292
P56213	Gfer	NA	0.942427	0.813229
P56371	Rab4a	NA	0.942214	NA
P56380	Nudt2	+	0.0136407	0.52183
P56389	Cda	NA	1	0
P56390	Cks2	+	0.00835165	-0.664198
P56391	Cox6b1	+	0.0653581	0.44565
P56394	Cox17	+	0.0357458	-0.954908
P56395	Cyb5a	+	0.00828409	0.650901
P56399	Usp5	NA	0.179156	0.291733
P56480	Atp5b	+	0.0212393	0.407814
P56812	Pdcd5	NA	1	-0.00467046
P56959	Fus	+	0.0394431	0.839103
P56960	Exosc10	NA	0.45388	-0.100377
P57080	Usp25	NA	0.561547	-0.159824
P57716	Ncstn	+	0.00892308	1.1688
P57725	Samsn1	NA	0.490753	0.236866
P57746	Atp6v1d	NA	0.861997	-0.22839
P57759	Erp29	NA	0.25653	0.16549
P57780	Actn4	NA	0.400654	-0.160594
P57784	Snrpa1	+	0.0861074	0.224054
P58021	Tm9sf2	NA	0.957135	-0.0288461
P58044	Idi1	NA	0.241374	-0.220383
P58064	Mrps6	NA	1	0.00185331
P58069	Rasa2	NA	0.941788	NA
P58137	Acot8	NA	0.394836	-0.161027
P58252	Eef2	+	0.0172763	-0.443189
P58281	Opa1	NA	0.661651	0.099734
P58404	Strn4	NA	0.219532	-0.19142
P58468	Fam207a	NA	0.859742	0.0757033
P58501	Paxbp1	NA	0.976706	0.0262626
P58544	Btbd1	NA	0.941575	NA
P58742	Aaas	NA	0.41727	0.170403
P58802	Tbc1d10a	NA	0.941363	0.26643
P58854	Tubgcp3	+	0.0126996	0.447374
P58929	Gmeb2	NA	0.279932	0.379165
P59016	Vps33b	+	0.0155693	0.35579
P59017	Bcl2l13	NA	0.94115	NA
P59108	Cpne2	+	0.00557812	0.71506
P59114	Pcif1	NA	0.244289	0.290127
P59235	Nup43	NA	0.183024	0.33846
P59279	Rab2b	NA	0.940937	NA
P59325	Eif5	+	0.0114911	-0.733323
P59438	Hps5	NA	0.940725	NA
P59598	Asxl1	NA	0.940513	0.42436
P59708	Sf3b6	NA	0.32779	0.269544
P59729	Rin3	NA	1	-0.0199134
P59941	Sirt6	NA	0.940301	-0.0050602
P59999	Arpc4	NA	0.247396	0.287477
P60122	Ruvbl1	NA	0.289507	0.183105
P60229	Eif3e	+	0.0404612	-0.353823
P60330	Espl1	+	0.0021682200000000002	-1.61399
P60335	Pcbp1	NA	0.803982	-0.0618057
P60487	Pdxp	NA	0.230335	0.270356
P60605	Ube2g2	NA	0.180533	0.26115
P60670	Nploc4	NA	0.93727	-0.0587769
P60710	Actb	+	0.0834282	-0.438703
P60762	Morf4l1	NA	0.118148	-0.364096
P60766	Cdc42	NA	0.886886	-0.0533098
P60840	Ensa	NA	0.940088	-0.2848
P60843	Eif4a1	+	0.00442927	-0.629169
P60867	Rps20	+	0.0375499	-0.95645
P60898	Polr2i	NA	0.939876	-0.372339
P60904	Dnajc5	NA	0.730549	-0.109177
P61021	Rab5b	NA	0.173131	0.333774
P61025	Cks1b	NA	0.939664	-0.852145
P61027	Rab10	NA	0.213046	-0.264824
P61028	Rab8b	+	0.00491429	0.821639
P61082	Ube2m	NA	0.500305	-0.18453
P61087	Ube2k	NA	0.3948	-0.183417
P61089	Ube2n	NA	1	-0.00460052
P61161	Actr2	NA	0.609941	-0.283196
P61164	Actr1a	NA	0.518453	-0.0831534
P61202	Cops2	NA	0.94969	-0.0249799
P84078	Arf1	NA	0.429165	-0.452723
P61211	Arl1	NA	0.286226	0.254235
P61222	Abce1	+	0.0229377	-1.82346
P61255	Rpl26	NA	0.763742	-0.15716
P61290	Psme3	+	0.0102469	-0.661647
P61358	Rpl27	NA	0.20031	-0.264903
P61406	Smg6	NA	0.939453	NA
P61460	Depdc5	NA	0.13489	0.44696
P61514	Rpl37a	NA	0.870961	0.0986099
P61600	Naa20	NA	1	0
P61620	Sec61a1	NA	0.609955	0.0822862
P61750	Arf4	NA	0.939241	NA
P61759	Vbp1	+	0.0522259	-0.528673
P61804	Dad1	+	0.0556308	0.601023
P61924	Copz1	NA	0.939029	NA
P61963	Dcaf7	NA	0.199179	-0.210827
P61965	Wdr5	NA	0.845177	-0.0612036
P61967	Ap1s1	NA	0.938818	NA
P61971	Nutf2	NA	1	0.0292892
P61979	Hnrnpk	NA	0.464555	-0.161846
P61982	Ywhag	NA	0.690064	-0.14171
P62046	Lrch1	+	0.0141324	0.697516
P62071	Rras2	+	0.0657606	0.404386
P62073	Timm10	NA	0.698149	0.208388
P62075	Timm13	NA	0.358252	-0.331067
P62077	Timm8b	+	0.0800773	-0.239524
P62137	Ppp1ca	NA	0.196915	0.2315
P62141	Ppp1cb	+	0.0960529	-0.42714
P62192	Psmc1	NA	0.403275	-0.20661
P62196	Psmc5	NA	0.588412	-0.242813
P0DP26	Calm1	NA	0.442486	-0.25462
P62242	Rps8	NA	0.645686	-0.122213
P62245	Rps15a	NA	0.250239	-0.241764
P62254	Ube2g1	NA	0.154681	-0.503961
P62257	Ube2h	NA	0.938606	0.385049
P62259	Ywhae	NA	0.734339	0.0712573
P62264	Rps14	+	0.0333219	-0.33763
P62267	Rps23	+	0.0222257	-0.530314
P62274	Rps29	+	0.0314823	-0.829654
P62281	Rps11	+	0.0141507	-0.527523
P62301	Rps13	+	0.0475438	-0.460106
P62305	Snrpe	NA	0.938395	0.262401
P62307	Snrpf	NA	0.573338	-0.406413
P62309	Snrpg	NA	1	0
P62311	Lsm3	NA	0.938184	NA
P62313	Lsm6	NA	0.759517	-0.0588109
P62315	Snrpd1	+	0.0141993	0.653907
P62317	Snrpd2	NA	0.819962	0.0767231
P62320	Snrpd3	NA	0.401334	0.20354
P62331	Arf6	NA	0.488993	0.17425
P62334	Psmc6	NA	0.238504	-0.300226
P62488	Polr2g	NA	0.418033	0.164593
P62492	Rab11a	NA	0.937973	-0.578751
P62627	Dynlrb1	NA	0.657686	-0.101128
